Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Unnamed: 9
TXG,"10x Genomics, Inc.",49.3,4700738238.0,,2019.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/txg,
YI,"111, Inc.",5.0,93826335.0,18765267.0,2018.0,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/yi,
PIH,"1347 Property Insurance Holdings, Inc.",4.48,26937182.72,,2014.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/pih,
PIHPP,"1347 Property Insurance Holdings, Inc.",25.7344,18014080.0,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/pihpp,
TURN,180 Degree Capital Corp.,2.13,66288927.06,,,Finance,Finance/Investors Services,https://old.nasdaq.com/symbol/turn,
FLWS,"1-800 FLOWERS.COM, Inc.",14.34,925617043.74,,1999.0,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/flws,
BCOW,"1895 Bancorp of Wisconsin, Inc.",9.8,47791434.6,,2019.0,Finance,Banks,https://old.nasdaq.com/symbol/bcow,
FCCY,1st Constitution Bancorp (NJ),19.06,164948499.26,,,Finance,Savings Institutions,https://old.nasdaq.com/symbol/fccy,
SRCE,1st Source Corporation,45.53,1162618202.36,,,Finance,Major Banks,https://old.nasdaq.com/symbol/srce,
VNET,"21Vianet Group, Inc.",7.22,451249487.38,62499929.0,2011.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/vnet,
TWOU,"2U, Inc.",16.82,1065292866.62,,2014.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/twou,
QFIN,"360 Finance, Inc.",8.87,367879019.01,41474523.0,2018.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/qfin,
JOBS,"51job, Inc.",79.13,3121111217.03,39442831.0,2004.0,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/jobs,
JFK,8i Enterprises Acquisition Corp,9.97,74052175.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/jfk,
JFKKR,8i Enterprises Acquisition Corp,0.4,0.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/jfkkr,
JFKKU,8i Enterprises Acquisition Corp,10.62,53100000.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/jfkku,
JFKKW,8i Enterprises Acquisition Corp,0.4041,2323575.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/jfkkw,
EGHT,8x8 Inc,19.57,1943056531.56,,,Technology,EDP Services,https://old.nasdaq.com/symbol/eght,
JFU,9F Inc.,12.0,106800000.0,8900000.0,2019.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/jfu,
AAON,"AAON, Inc.",47.02,2450073632.06,,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/aaon,
ABEO,Abeona Therapeutics Inc.,2.24,110467282.24,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/abeo,
ABEOW,Abeona Therapeutics Inc.,0.1992,0.0,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/abeow,
ABIL,Ability Inc.,0.48,3858749.28,,2014.0,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/abil,
ABMD,"ABIOMED, Inc.",169.64,7697705593.32,,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/abmd,
AXAS,Abraxas Petroleum Corporation,0.373,62832618.38,,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/axas,
ACIU,AC Immune SA,4.87,329028561.71,,2016.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aciu,
ACIA,"Acacia Communications, Inc.",64.735,2659301824.025,,2016.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/acia,
ACTG,Acacia Research Corporation,2.74,137364066.54,,,Miscellaneous,Multi-Sector Companies,https://old.nasdaq.com/symbol/actg,
ACHC,"Acadia Healthcare Company, Inc.",29.61,2621211481.35,,,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/achc,
ACAD,ACADIA Pharmaceuticals Inc.,40.52,5854630582.56,,1985.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/acad,
ACAM,Acamar Partners Acquisition Corp.,9.95,380056687.4,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/acam,
ACAMU,Acamar Partners Acquisition Corp.,10.13,0.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/acamu,
ACAMW,Acamar Partners Acquisition Corp.,0.75,0.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/acamw,
ACST,"Acasti Pharma, Inc.",2.17,184858166.15,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/acst,
AXDX,"Accelerate Diagnostics, Inc.",18.0,982283778.0,,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/axdx,
ACCP,"Accelerated Pharma, Inc.",,0.0,,,,,https://old.nasdaq.com/symbol/accp,
XLRN,Acceleron Pharma Inc.,39.47,2085342349.88,,2013.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/xlrn,
ARAY,Accuray Incorporated,2.67,237045964.2,,2007.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/aray,
ACRX,"AcelRx Pharmaceuticals, Inc.",2.19,173963836.98,,2011.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/acrx,
ACER,Acer Therapeutics Inc.,2.95,29780769.2,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/acer,
ACHV,"Achieve Life Sciences, Inc. ",1.58,12794465.54,,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/achv,
ACHN,"Achillion Pharmaceuticals, Inc.",3.63,507085256.04,,2006.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/achn,
ACIW,"ACI Worldwide, Inc.",30.83,3598307171.76,,,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/aciw,
ACRS,"Aclaris Therapeutics, Inc.",1.42,58742878.08,,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/acrs,
ACMR,"ACM Research, Inc.",13.23,240739351.02,,2017.0,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/acmr,
ACNB,ACNB Corporation,33.75,238607741.25,,,Finance,Major Banks,https://old.nasdaq.com/symbol/acnb,
ACOR,"Acorda Therapeutics, Inc.",2.41,115940333.02,,2006.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/acor,
ACTT,Act II Global Acquisition Corp.,9.84,369000000.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/actt,
ACTTU,Act II Global Acquisition Corp.,10.38,0.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/acttu,
ACTTW,Act II Global Acquisition Corp.,0.9,19575000.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/acttw,
ATVI,"Activision Blizzard, Inc",54.82,42048362030.8,,,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/atvi,
ADMS,"Adamas Pharmaceuticals, Inc.",3.76,104419392.4,,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/adms,
ADMP,Adamis Pharmaceuticals Corporation,0.5399,33170435.0491,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/admp,
ADAP,Adaptimmune Therapeutics plc,1.06,88027120.18,83044453.0,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/adap,
ADPT,Adaptive Biotechnologies Corporation,27.54,3422891299.68,,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/adpt,
ADUS,Addus HomeCare Corporation,82.74,1084567089.9,,2009.0,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/adus,
AEY,"ADDvantage Technologies Group, Inc.",1.94,20100906.48,,,Consumer Services,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/aey,
IOTS,Adesto Technologies Corporation,8.42,253196876.96,,2015.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/iots,
ADIL,"Adial Pharmaceuticals, Inc",1.43,14646702.07,,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/adil,
ADILW,"Adial Pharmaceuticals, Inc",0.201,0.0,,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/adilw,
ADMA,ADMA Biologics Inc,3.955,234601922.73,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/adma,
ADBE,Adobe Inc.,278.29,134714236098.61,,1986.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/adbe,
ADTN,"ADTRAN, Inc.",9.04,432349959.92,,1994.0,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/adtn,
ADRO,"Aduro Biotech, Inc.",1.02,81743079.48,,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/adro,
ADES,"Advanced Emissions Solutions, Inc.",13.51,250989036.69,,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/ades,
AEIS,"Advanced Energy Industries, Inc.",53.83,2062150269.27,,1995.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/aeis,
AMD,"Advanced Micro Devices, Inc.",29.75,32763578312.5,,,Technology,Semiconductors,https://old.nasdaq.com/symbol/amd,
ADXS,"Advaxis, Inc.",0.3359,8300134.3465,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/adxs,
ADVM,"Adverum Biotechnologies, Inc.",5.29,340989337.28,,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/advm,
DWMC,AdvisorShares Dorsey Wright Micro-Cap ETF,21.34,2134000.0,,,,,https://old.nasdaq.com/symbol/dwmc,
DWSH,AdvisorShares Dorsey Wright Short ETF,26.51,28498250.0,,,,,https://old.nasdaq.com/symbol/dwsh,
ACT,AdvisorShares Vice ETF,23.548000000000002,12362700.0,,,,,https://old.nasdaq.com/symbol/act,
AEGN,Aegion Corp,20.99,648473183.13,,,Basic Industries,Water Supply,https://old.nasdaq.com/symbol/aegn,
AGLE,"Aeglea BioTherapeutics, Inc.",7.79,225017803.51,,2016.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/agle,
AEHR,Aehr Test Systems,1.74,39534515.64,,1997.0,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/aehr,
AMTX,"Aemetis, Inc",1.1507,23670114.1809,,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/amtx,
AERI,"Aerie Pharmaceuticals, Inc.",20.15,925675746.45,,2013.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/aeri,
AVAV,"AeroVironment, Inc.",56.38,1352020082.58,,2007.0,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/avav,
ARPO,"Aerpio Pharmaceuticals, Inc.",0.4925,19989591.97,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arpo,
AEZS,AEterna Zentaris Inc.,0.9024,17941886.784,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aezs,
AEMD,"Aethlon Medical, Inc.",0.26,5184660.0,,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/aemd,
GNMX,"Aevi Genomic Medicine, Inc.",0.1399,9060886.7918,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/gnmx,
AFMD,Affimed N.V.,2.74,171086183.62,,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/afmd,
AFYA,Afya Limited,25.48,2234153769.12,,2019.0,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/afya,
AGBA,AGBA Acquisition Limited,9.9,59152500.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/agba,
AGBAR,AGBA Acquisition Limited,0.23,0.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/agbar,
AGBAU,AGBA Acquisition Limited,10.22,61064500.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/agbau,
AGBAW,AGBA Acquisition Limited,0.0796,0.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/agbaw,
AGEN,Agenus Inc.,2.63,361132729.75,,2000.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/agen,
AGRX,"Agile Therapeutics, Inc.",1.13,67011402.38,,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/agrx,
AGYS,"Agilysys, Inc.",26.61,630001861.8,,,Technology,EDP Services,https://old.nasdaq.com/symbol/agys,
AGIO,"Agios Pharmaceuticals, Inc.",32.62,1916519141.32,,2013.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/agio,
AGMH,AGM Group Holdings Inc.,15.88,338498953.4,,2018.0,Technology,EDP Services,https://old.nasdaq.com/symbol/agmh,
AGNC,AGNC Investment Corp.,16.26,8907519915.78,,2008.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/agnc,
AGNCB,AGNC Investment Corp.,25.6,8869122124.8,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/agncb,
AGNCM,AGNC Investment Corp.,25.18,0.0,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/agncm,
AGNCN,AGNC Investment Corp.,25.78,335140.0,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/agncn,
AGNCO,AGNC Investment Corp.,25.07,235658000.0,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/agnco,
AGFS,"AgroFresh Solutions, Inc.",2.29,117803771.55,,2014.0,Finance,Business Services,https://old.nasdaq.com/symbol/agfs,
AGFSW,"AgroFresh Solutions, Inc.",0.0156,0.0,,2014.0,Finance,Business Services,https://old.nasdaq.com/symbol/agfsw,
ALRN,"Aileron Therapeutics, Inc.",0.433,12041885.014,,2017.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alrn,
AIMT,"Aimmune Therapeutics, Inc.",24.55,1538522894.35,,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aimt,
AIRT,"Air T, Inc.",19.68,59633804.64,,,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/airt,
AIRTP,"Air T, Inc.",2.445,0.0,,,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/airtp,
AIRTW,"Air T, Inc.",0.0501,0.0,,,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/airtw,
ATSG,"Air Transport Services Group, Inc",19.61,1164103919.7,,,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/atsg,
AIRG,"Airgain, Inc.",10.75,104438883.75,,2016.0,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/airg,
ANTE,AirNet Technology Inc.,0.95,8583771.55,9035549.0,,Technology,Advertising,https://old.nasdaq.com/symbol/ante,
AKAM,"Akamai Technologies, Inc.",89.55,14673980454.75,,1999.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/akam,
AKTX,Akari Therapeutics Plc,1.82,29955594.76,16459118.0,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aktx,
SONG,Akazoo S.A.,5.83,289373274.3,,,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/song,
SONGW,Akazoo S.A.,0.7,4328378.6,,,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/songw,
AKCA,"Akcea Therapeutics, Inc.",19.75,1837389623.5,,2017.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/akca,
AKBA,"Akebia Therapeutics, Inc.",4.31,512302697.85,,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/akba,
KERN,Akerna Corp.,5.72,62683512.32,,2018.0,Technology,EDP Services,https://old.nasdaq.com/symbol/kern,
KERNW,Akerna Corp.,0.57,0.0,,2018.0,Technology,EDP Services,https://old.nasdaq.com/symbol/kernw,
AKRO,"Akero Therapeutics, Inc.",18.25,521135666.75,,2019.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/akro,
AKER,Akers Biosciences Inc.,0.4227,5289121.6716,,2014.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/aker,
AKRX,"Akorn, Inc.",3.91,493218907.13,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/akrx,
AKTS,"Akoustis Technologies, Inc.",8.0,243602200.0,,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/akts,
ALRM,"Alarm.com Holdings, Inc.",46.88,2273073044.64,,2015.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/alrm,
ALSK,"Alaska Communications Systems Group, Inc.",1.65,88328215.8,,1999.0,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/alsk,
ALAC,Alberton Acquisition Corporation,10.23,150276142.5,,2018.0,Finance,Business Services,https://old.nasdaq.com/symbol/alac,
ALACR,Alberton Acquisition Corporation,0.26,0.0,,2018.0,Finance,Business Services,https://old.nasdaq.com/symbol/alacr,
ALACU,Alberton Acquisition Corporation,10.55,0.0,,2018.0,Finance,Business Services,https://old.nasdaq.com/symbol/alacu,
ALACW,Alberton Acquisition Corporation,0.11699999999999999,0.0,,2018.0,Finance,Business Services,https://old.nasdaq.com/symbol/alacw,
ALBO,"Albireo Pharma, Inc.",16.94,214889422.44,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/albo,
ABDC,Alcentra Capital Corp.,8.84,113820003.44,,,,,https://old.nasdaq.com/symbol/abdc,
ALDR,"Alder BioPharmaceuticals, Inc.",18.87,1578234605.58,,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aldr,
ALDX,"Aldeyra Therapeutics, Inc.",5.17,142579536.99,,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aldx,
ALEC,"Alector, Inc.",15.02,1033854492.14,,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/alec,
ALRS,Alerus Financial Corporation,21.63,376030109.28,,2019.0,Finance,Major Banks,https://old.nasdaq.com/symbol/alrs,
ALXN,"Alexion Pharmaceuticals, Inc.",99.25,22254517641.5,,1996.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alxn,
ALCO,"Alico, Inc.",33.96,253902381.48,,,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/alco,
ALIT,Alight Inc.,,0.0,,,,,https://old.nasdaq.com/symbol/alit,
ALGN,"Align Technology, Inc.",200.16,15986955540.96,,2001.0,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/algn,
ALIM,"Alimera Sciences, Inc.",0.4,28403760.0,,2010.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alim,
ALYA,Alithya Group inc.,2.88,141046701.12,,,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/alya,
ALJJ,"ALJ Regional Holdings, Inc.",1.21,50724771.79,,,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/aljj,
ALKS,Alkermes plc,18.02,2831493628.24,,1991.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alks,
ALLK,Allakos Inc.,66.87,3237345546.75,,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/allk,
ABTX,"Allegiance Bancshares, Inc.",33.53,709438201.36,,2015.0,Finance,Major Banks,https://old.nasdaq.com/symbol/abtx,
ALGT,Allegiant Travel Company,150.02,2446238571.66,,2006.0,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/algt,
ALGR,Allegro Merger Corp.,10.11,192696600.0,,2018.0,Finance,Business Services,https://old.nasdaq.com/symbol/algr,
ALGRR,Allegro Merger Corp.,0.2476,0.0,,2018.0,Finance,Business Services,https://old.nasdaq.com/symbol/algrr,
ALGRU,Allegro Merger Corp.,10.49,0.0,,2018.0,Finance,Business Services,https://old.nasdaq.com/symbol/algru,
ALGRW,Allegro Merger Corp.,0.2399,0.0,,2018.0,Finance,Business Services,https://old.nasdaq.com/symbol/algrw,
ALNA,"Allena Pharmaceuticals, Inc.",4.29,100667702.85,,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/alna,
ARLP,"Alliance Resource Partners, L.P.",13.98,1794908850.18,,1999.0,Energy,Coal Mining,https://old.nasdaq.com/symbol/arlp,
LNT,Alliant Energy Corporation,53.025,12594554948.85,,,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/lnt,
AESE,"Allied Esports Entertainment, Inc.",4.78,110363986.0,,2017.0,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/aese,
AHPI,"Allied Healthcare Products, Inc.",1.3499,5417873.5963,,1992.0,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/ahpi,
AMOT,"Allied Motion Technologies, Inc.",33.96,326011211.64,,,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/amot,
ALLO,"Allogene Therapeutics, Inc.",24.82,3021809708.42,,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/allo,
ALLT,Allot Ltd.,7.56,259700840.28,,2006.0,Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/allt,
MDRX,"Allscripts Healthcare Solutions, Inc.",10.59,1764860374.38,,,Technology,EDP Services,https://old.nasdaq.com/symbol/mdrx,
ALNY,"Alnylam Pharmaceuticals, Inc.",78.97,8782068199.47,,2004.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alny,
AOSL,Alpha and Omega Semiconductor Limited,12.88,316200110.24,,2010.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/aosl,
GOOG,Alphabet Inc.,1215.45,842791024507.5,,2004.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/goog,
GOOGL,Alphabet Inc.,1215.71,842971308078.5,,,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/googl,
SMCP,AlphaMark Actively Managed Small Cap ETF,22.72,21584022.72,,,,,https://old.nasdaq.com/symbol/smcp,
ATEC,"Alphatec Holdings, Inc.",5.05,302650282.45,,2006.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/atec,
ALPN,"Alpine Immune Sciences, Inc.",2.91,54090044.04,,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alpn,
ALTR,Altair Engineering Inc.,34.56,2482081021.44,,2017.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/altr,
ATHE,Alterity Therapeutics Limited,1.07,7309977.85,6831755.0,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/athe,
ALT,"Altimmune, Inc.",1.9596,30056346.7596,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alt,
ASPS,Altisource Portfolio Solutions S.A.,21.33,341256515.67,,,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/asps,
AIMC,Altra Industrial Motion Corp.,26.45,1706140242.65,,2006.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/aimc,
ALTM,Altus Midstream Company,2.45,796076797.25,,2017.0,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/altm,
AMAG,"AMAG Pharmaceuticals, Inc.",11.045,374533553.235,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/amag,
AMAL,Amalgamated Bank,17.11,545372455.46,,2018.0,Consumer Non-Durables,Textiles,https://old.nasdaq.com/symbol/amal,
AMRN,Amarin Corporation plc,15.22,4996534136.68,328287394.0,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/amrn,
AMRK,"A-Mark Precious Metals, Inc.",12.9,90705705.0,,,Basic Industries,Other Specialty Stores,https://old.nasdaq.com/symbol/amrk,
AMZN,"Amazon.com, Inc.",1731.92,856704645498.8,,1997.0,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/amzn,
AMBC,"Ambac Financial Group, Inc.",19.53,889616107.8,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/ambc,
AMBCW,"Ambac Financial Group, Inc.",8.789,0.0,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/ambcw,
AMBA,"Ambarella, Inc.",53.6,1772018680.0,,2012.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/amba,
AMCX,AMC Networks Inc.,48.4,2693156338.4,,,Consumer Services,Television Services,https://old.nasdaq.com/symbol/amcx,
AMCI,AMCI Acquisition Corp.,10.03,276477912.88,,2018.0,Finance,Business Services,https://old.nasdaq.com/symbol/amci,
AMCIU,AMCI Acquisition Corp.,10.35,0.0,,2018.0,Finance,Business Services,https://old.nasdaq.com/symbol/amciu,
AMCIW,AMCI Acquisition Corp.,0.3001,0.0,,2018.0,Finance,Business Services,https://old.nasdaq.com/symbol/amciw,
DOX,Amdocs Limited,66.0,8968674000.0,,,Technology,EDP Services,https://old.nasdaq.com/symbol/dox,
AMED,Amedisys Inc,130.03,4183704977.63,,,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/amed,
AMTB,Amerant Bancorp Inc.,19.19,829096120.48,,,Finance,Major Banks,https://old.nasdaq.com/symbol/amtb,
AMTBB,Amerant Bancorp Inc.,14.2165,614218082.168,,,Finance,Major Banks,https://old.nasdaq.com/symbol/amtbb,
UHAL,Amerco,386.38,7576057127.44,,,Consumer Services,Rental/Leasing Companies,https://old.nasdaq.com/symbol/uhal,
AMRH,"Ameri Holdings, Inc.",0.1421,8926834.1169,,,Technology,Semiconductors,https://old.nasdaq.com/symbol/amrh,
AMRHW,"Ameri Holdings, Inc.",0.06,0.0,,,Technology,Semiconductors,https://old.nasdaq.com/symbol/amrhw,
ATAX,"America First Multifamily Investors, L.P.",7.79,470719918.83,,,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/atax,
AMOV,"America Movil, S.A.B. de C.V.",15.22,50231612481.54,,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/amov,
AAL,"American Airlines Group, Inc.",27.355,12180380764.44,,,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/aal,
AFIN,"American Finance Trust, Inc.",13.85,1471502183.25,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/afin,
AFINP,"American Finance Trust, Inc.",25.24,30288000.0,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/afinp,
AMNB,"American National Bankshares, Inc.",35.27,393018265.64,,,Finance,Major Banks,https://old.nasdaq.com/symbol/amnb,
ANAT,American National Insurance Company,115.89,3115957608.0,,,Finance,Life Insurance,https://old.nasdaq.com/symbol/anat,
AOBC,American Outdoor Brands Corporation,6.89,377722002.19,,,Capital Goods,Ordnance And Accessories,https://old.nasdaq.com/symbol/aobc,
APEI,"American Public Education, Inc.",22.33,358343622.56,,2007.0,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/apei,
AREC,American Resources Corporation,0.67,18068021.99,,,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/arec,
