timestamp,open,high,low,close,volume
2019-10-08 09:31:00,244.19,244.26,244.04,244.24,35954
2019-10-08 09:32:00,244.18,244.31,244.13,244.31,3808
2019-10-08 09:33:00,244.35,244.65,244.31,244.65,5269
2019-10-08 09:34:00,244.93,244.93,244.93,244.93,4181
2019-10-08 09:35:00,244.54,244.54,244.54,244.54,3851
2019-10-08 09:37:00,244.45,244.45,244.26,244.26,7640
2019-10-08 09:38:00,243.97,244.11,243.97,244.11,4773
2019-10-08 09:39:00,244.17,244.17,244.17,244.17,822
2019-10-08 09:40:00,244.06,244.06,243.85,243.85,1452
2019-10-08 09:41:00,243.72,243.86,243.72,243.86,4021
2019-10-08 09:43:00,244.13,244.13,244.13,244.13,339
2019-10-08 09:44:00,243.9,243.9,243.9,243.9,0
2019-10-08 09:45:00,243.76,243.97,243.76,243.97,75977
2019-10-08 09:46:00,243.93,244.21,243.93,244.21,542
2019-10-08 09:47:00,243.92,243.92,243.92,243.92,1495
2019-10-08 09:48:00,244.04,244.04,244.04,244.04,1363
2019-10-08 09:49:00,244.005,244.005,244.005,244.005,79677
2019-10-08 09:50:00,244.0348,244.0348,243.61,243.61,1839
2019-10-08 09:51:00,243.31,243.31,243.224,243.224,2136
2019-10-08 09:52:00,243.31,243.31,243.31,243.31,2816
2019-10-08 09:53:00,243.24,243.24,243.2,243.2,671
2019-10-08 09:54:00,243.2,243.2,243.2,243.2,499
2019-10-08 09:55:00,243.02,243.02,243.02,243.02,2381
2019-10-08 09:56:00,242.85,243.055,242.81,243.055,1397
2019-10-08 09:57:00,242.65,242.65,242.65,242.65,3036
2019-10-08 09:58:00,242.72,242.72,242.72,242.72,1506
2019-10-08 09:59:00,242.67,242.67,242.67,242.67,5
2019-10-08 10:00:00,242.3329,242.45,242.3329,242.4308,5829
2019-10-08 10:01:00,242.35,242.35,242.35,242.35,408
2019-10-08 10:02:00,242.49,242.49,242.49,242.49,424
2019-10-08 10:03:00,242.25,242.25,242.02,242.02,506
2019-10-08 10:04:00,241.93,241.985,241.72,241.81,4699
2019-10-08 10:05:00,242.0,242.08,241.9784,242.07,875
2019-10-08 10:06:00,242.09,242.09,241.96,241.96,1315
2019-10-08 10:07:00,241.62,241.6812,241.51,241.6,3049
2019-10-08 10:08:00,241.72,241.87,241.71,241.8247,1552
2019-10-08 10:09:00,241.827,241.92,241.71,241.71,2386
2019-10-08 10:10:00,241.715,241.765,241.535,241.765,1154
2019-10-08 10:11:00,241.69,241.71,241.6,241.685,1756
2019-10-08 10:12:00,241.55,241.775,241.51,241.68,4869
2019-10-08 10:13:00,241.82,241.93,241.82,241.82,1315
2019-10-08 10:14:00,242.01,242.01,242.01,242.01,350
2019-10-08 10:15:00,242.0,242.33,242.0,242.33,1347
2019-10-08 10:16:00,242.3,242.3,242.3,242.3,1337
2019-10-08 10:17:00,242.22,242.32,242.22,242.32,470
2019-10-08 10:18:00,241.92,242.06,241.92,242.06,2175
2019-10-08 10:19:00,242.1,242.1,241.98,241.98,718
2019-10-08 10:20:00,242.04,242.04,242.04,242.04,282
2019-10-08 10:21:00,242.06,242.095,242.06,242.095,1476
2019-10-08 10:22:00,242.035,242.035,241.94,241.97,881
2019-10-08 10:23:00,241.84,241.89,241.84,241.86,2162
2019-10-08 10:24:00,241.92,241.92,241.92,241.92,100
